index,budget,genres,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,cast,director
953,50000000,Comedy Horror Fantasy,928,new york monster skyscraper mutant restaurant,en,Gremlins 2: The New Batch,mid,15-06-1990,41482207,106.0,Released,Here they grow again.,Gremlins 2: The New Batch,6.2,652,Zach Galligan Phoebe Cates John Glover Robert Prosky Robert Picardo,Joe Dante
954,50000000,Drama,205587,father son relationship judge lawyer,en,The Judge,mid,08-10-2014,83719388,141.0,Released,Defend your Honor.,The Judge,7.2,1417,Robert Duvall Robert Downey Jr. Vera Farmiga Vincent D'Onofrio Jeremy Strong,David Dobkin
955,50000000,Action Thriller,6623,helicopter terrorist nuclear missile bridge train crash,en,The Peacemaker,low,26-09-1997,0,124.0,Released,How do you get the world's attention?,The Peacemaker,5.8,255,George Clooney Nicole Kidman Marcel Iure\u0219 Goran Visnjic Armin Mueller-Stahl,Mimi Leder
956,45000000,Horror Action Science Fiction,1577,martial arts mutant dystopia rescue conspiracy,en,Resident Evil: Apocalypse,mid,10-09-2004,129394835,94.0,Released,You're all going to die.,Resident Evil: Apocalypse,6.1,1267,Milla Jovovich Sienna Guillory Oded Fehr Thomas Kretschmann Sophie Vavasseur,Alexander Witt
957,50000000,Comedy Romance,9801,london england lovesickness thailand clumsy fellow to drop brick,en,Bridget Jones: The Edge of Reason,mid,10-11-2004,40203020,108.0,Released,Same Bridget. Brand new diary.,Bridget Jones: The Edge of Reason,6.1,750,Ren\u00e9e Zellweger Hugh Grant Colin Firth Jim Broadbent Gemma Jones,Beeban Kidron
958,50000000,Thriller Crime Drama,2116,miami florida double murder divorce,en,Out of Time,low,03-10-2003,55495563,105.0,Released,The Clock Is Ticking...,Out of Time,6.1,298,Denzel Washington Eva Mendes Sanaa Lathan John Billingsley Dean Cain,Carl Franklin
959,50000000,Action Thriller,9624,fight inuit petrol company alaska,en,On Deadly Ground,low,18-02-1994,49000000,102.0,Released,His Battle To Save The Alaskan Wilderness And Protect Its People Can Only Be Won...,On Deadly Ground,4.5,104,Steven Seagal Michael Caine Joan Chen John C. McGinley R. Lee Ermey,Steven Seagal
960,50000000,Adventure Family Science Fiction,14199,imaginary friend outcast,en,The Adventures of Sharkboy and Lavagirl,low,10-06-2005,69425966,92.0,Released,Smaller heroes. Just as super.,The Adventures of Sharkboy and Lavagirl,4.4,269,Taylor Lautner Taylor Dooley Cayden Boyd David Arquette Kristin Davis,Robert Rodriguez
961,40000000,Drama Adventure Romance Thriller,1907,hippie exotic island beach map group dynamics,en,The Beach,mid,11-02-2000,144056873,119.0,Released,Somewhere on this planet it must exist.,The Beach,6.3,1233,Leonardo DiCaprio Guillaume Canet Tilda Swinton Virginie Ledoyen Staffan Kihlbom,Danny Boyle
962,50000000,Drama Comedy Romance,4599,new york pastor world of fasion loss of parents mannequin,en,Raising Helen,low,27-05-2004,49718611,119.0,Released,Her uptown life gets turned inside out!,Raising Helen,5.9,189,Kate Hudson John Corbett Joan Cusack Hayden Panettiere Spencer Breslin,Garry Marshall
963,40000000,Action Crime Thriller,22832,assassination assassin ninja fighter revenge ninja,en,Ninja Assassin,low,29-09-2009,60462347,99.0,Released,"Fear not the weapon, but the hand that wields it.",Ninja Assassin,6.2,371,Rain Naomie Harris Sung Kang Randall Duk Kim Rick Yune,James McTeigue
964,50000000,Drama Romance,10390,baseball trainer career legend training,en,For Love of the Game,low,17-09-1999,0,137.0,Released,Billy Chapel must choose between the woman he loves and the game he lives for.,For Love of the Game,6.3,88,Kevin Costner Kelly Preston John C. Reilly Jena Malone J.K. Simmons,Sam Raimi
965,50000000,Drama Thriller Crime,9879,blackmail strip club striptease police u.s. congress,en,Striptease,low,28-06-1996,113309743,115.0,Released,Some People Get Into Trouble No Matter What They WEAR.,Striptease,4.4,205,Demi Moore Burt Reynolds Armand Assante Ving Rhames Robert Patrick,Andrew Bergman
966,50000000,Family Comedy,38579,,en,Marmaduke,low,04-06-2010,83761844,87.0,Released,Live Large,Marmaduke,5.0,149,Owen Wilson Emma Stone George Lopez Christopher Mintz-Plasse Steve Coogan,Tom Dey
967,50000000,Drama Fantasy,44603,,en,Hereafter,low,15-10-2010,105197635,129.0,Released,Touched by death. Changed by life.,Hereafter,5.8,510,Matt Damon Bryce Dallas Howard George McLaren Thierry Neuvic Cyndi Mayo Davis,Clint Eastwood
968,50000000,Crime Drama Thriller,11892,detective secret fbi homicide evidence,en,Murder by Numbers,low,19-04-2002,56714147,120.0,Released,The only flaw in their plan was her.,Murder by Numbers,6.0,268,Sandra Bullock Ben Chaplin Ryan Gosling Michael Pitt Agnes Bruckner,Barbet Schroeder
969,50000000,Action Adventure Crime Thriller,9691,competition assassination cia bank cat,en,Assassins,mid,06-10-1995,30303072,132.0,Released,"In the shadows of life, In the business of death, One man found a reason to live...",Assassins,6.0,387,Sylvester Stallone Antonio Banderas Julianne Moore Anatoli Davydov Muse Watson,Richard Donner
970,50000000,Crime Drama Thriller,1248,winter psychopath horror serial killer,en,Hannibal Rising,low,06-02-2007,82169884,121.0,Released,It started with revenge.,Hannibal Rising,6.0,654,Gaspard Ulliel Aaran Thomas Gong Li Dominic West Rhys Ifans,Peter Webber
971,50000000,Comedy Drama Romance,12220,love of one's life therapist psychology wedding relationship,en,The Story of Us,low,13-10-1999,58900031,95.0,Released,,The Story of Us,5.9,75,Bruce Willis Michelle Pfeiffer Rob Reiner Colleen Rennison Jake Sandvig,Rob Reiner
972,44000000,Action Adventure Romance Science Fiction Thriller,72710,based on novel mass murder dystopia genocide alien invasion,en,The Host,mid,22-03-2013,63327201,125.0,Released,You will be one of us,The Host,6.0,1817,Saoirse Ronan Diane Kruger Jake Abel William Hurt Frances Fisher,Andrew Niccol
973,50000000,Action Drama Mystery Thriller Crime,10782,drug addiction military court panama military service court,en,Basic,low,18-04-2003,42792561,98.0,Released,Deception is their most deadly weapon.,Basic,6.2,286,John Travolta Connie Nielsen Samuel L. Jackson Giovanni Ribisi Tim Daly,John McTiernan
974,50000000,Crime Drama Mystery Thriller,9573,houseboat heart investigation police ex-cop,en,Blood Work,low,04-08-2002,26199517,110.0,Released,He's a heartbeat away from catching the killer,Blood Work,6.1,206,Clint Eastwood Jeff Daniels Anjelica Huston Wanda De Jesus Tina Lifford,Clint Eastwood
975,50000000,Drama Thriller Crime,4959,duringcreditsstinger,en,The International,low,03-02-2009,60161391,118.0,Released,Is your money making a killing?,The International,6.0,368,Clive Owen Naomi Watts Armin Mueller-Stahl Ulrich Thomsen Br\u00edan F. O'Byrne,Tom Tykwer
976,50000000,Action Adventure Science Fiction Thriller,10061,prison usa president earthquake dystopia attempt to escape,en,Escape from L.A.,mid,09-08-1996,42277365,97.0,Released,Snake Is Back.,Escape from L.A.,5.6,373,Kurt Russell Stacy Keach Steve Buscemi Pam Grier Cliff Robertson,John Carpenter
977,70000000,Adventure Animation Family Fantasy Science Fiction,10386,cold war friendship giant robot sitting on a toilet fear of unknown,en,The Iron Giant,high,06-08-1999,23159305,86.0,Released,It came from outer space!,The Iron Giant,7.6,1436,Eli Marienthal Jennifer Aniston Vin Diesel Christopher McDonald Harry Connick Jr.,Brad Bird
978,50000000,Adventure Comedy Drama,421,ocean film making loss of mother cynic red cap,en,The Life Aquatic with Steve Zissou,mid,10-12-2004,34808403,119.0,Released,"The deeper you go, the weirder life gets.",The Life Aquatic with Steve Zissou,7.1,775,Bill Murray Anjelica Huston Cate Blanchett Willem Dafoe Owen Wilson,Wes Anderson
979,50000000,War Action Drama History Thriller,316152,slavery american civil war,en,Free State of Jones,mid,24-06-2016,25035950,139.0,Released,Based on the incredible true story.,Free State of Jones,6.6,428,Matthew McConaughey Gugu Mbatha-Raw Mahershala Ali Keri Russell Jacob Lofland,Gary Ross
980,50000000,Drama Thriller Crime,11615,prison journalist texas professor death penalty,en,The Life of David Gale,mid,21-02-2003,38955598,130.0,Released,The crime is clear. The truth is not.,The Life of David Gale,7.3,480,Kevin Spacey Kate Winslet Laura Linney Gabriel Mann Rhona Mitra,Alan Parker
981,40000000,Comedy Action,13498,,en,Man of the House,low,25-02-2005,0,100.0,Released,Protecting witnesses is a challenge. Living with them is impossible.,Man of the House,5.4,120,Tommy Lee Jones Cedric the Entertainer Christina Milian Paula Garc\u00e9s Monica Keena,Stephen Herek
982,50000000,Action Crime Drama Mystery Thriller,241554,hitman revenge murder on the run mobster,en,Run All Night,high,11-03-2015,71561644,114.0,Released,No sin goes unpunished,Run All Night,6.3,1148,Liam Neeson Ed Harris Joel Kinnaman Boyd Holbrook Bruce McGill,Jaume Collet-Serra
983,51500000,Thriller Crime Mystery,2252,london england gay male nudity female nudity father son relationship,en,Eastern Promises,mid,14-09-2007,55112356,100.0,Released,Every sin leaves a mark.,Eastern Promises,7.2,848,Naomi Watts Viggo Mortensen Vincent Cassel Armin Mueller-Stahl Sin\u00e9ad Cusack,David Cronenberg
984,50000000,Action Thriller Adventure Crime,11968,diving cocaine shipwreck sailing airplane,en,Into the Blue,low,30-09-2005,44434439,110.0,Released,Treasure has its price.,Into the Blue,5.8,458,Paul Walker Jessica Alba Scott Caan Ashley Scott Josh Brolin,John Stockwell
985,60000000,Adventure Drama Action History War,10047,schizophrenia france rape siege biography,fr,Joan of Arc,mid,18-10-1999,66976317,148.0,Released,,The Messenger: The Story of Joan of Arc,6.2,367,Milla Jovovich Dustin Hoffman Faye Dunaway John Malkovich Vincent Cassel,Luc Besson
986,49900000,Comedy,38319,kidnapping traitor virgin prince princess,en,Your Highness,mid,08-04-2011,26121638,102.0,Released,Get your quest on.,Your Highness,5.2,501,Danny McBride James Franco Natalie Portman Zooey Deschanel Justin Theroux,David Gordon Green
987,50000000,Drama Thriller Mystery,69668,house fire extension ladder last day on job,en,Dream House,low,30-09-2011,38502340,84.0,Released,"Once upon a time, there were two little girls who lived in a house.",Dream House,5.8,391,Daniel Craig Naomi Watts Rachel Weisz Marton Csokas Elias Koteas,Jim Sheridan
988,50000000,Action Drama Thriller,9770,journalist museum hostage drama independent film,en,Mad City,low,07-11-1997,10541523,114.0,Released,One man will make a mistake. The other will make it a spectacle.,Mad City,5.9,81,John Travolta Dustin Hoffman Mia Kirshner Alan Alda Robert Prosky,Costa-Gavras
989,50000000,Action Adventure Comedy Family,11212,baby hoodlum lost child,en,Baby's Day Out,mid,01-07-1994,16671505,99.0,Released,No bib. No crib. No problem.,Baby's Day Out,5.8,274,Joe Mantegna Lara Flynn Boyle Joe Pantoliano Brian Haley Cynthia Nixon,Patrick Read Johnson
990,50000000,Drama History Romance,10533,based on novel burning of witches puritan pregnancy period drama,en,The Scarlet Letter,low,13-10-1995,10382407,135.0,Released,"When intimacy is forbidden and passion is a sin, love is the most defiant crime of all.",The Scarlet Letter,5.5,108,Demi Moore Gary Oldman Robert Duvall Robert Prosky Edward Hardwicke,Roland Joff\u00e9
991,22000000,Drama Thriller,38363,cia nuclear scientist iraq politician duringcreditsstinger,en,Fair Game,low,20-05-2010,24188922,108.0,Released,Wife. Mother. Spy.,Fair Game,6.5,235,Naomi Watts Sean Penn Ty Burrell Brooke Smith Bruce McGill,Doug Liman
992,50000000,Action Crime,9923,bounty hunter fbi weapon spectacle,en,Domino,low,22-09-2005,22944502,127.0,Released,Heads You Live... Tails You Die.,Domino,6.0,444,Keira Knightley Mickey Rourke Edgar Ram\u00edrez Delroy Lindo Mo'Nique,Tony Scott
993,50000000,Action Thriller Mystery Romance,11863,callgirl san francisco investigation murder,en,Jade,low,13-10-1995,9851610,95.0,Released,Some fantasies go too far.,Jade,5.2,44,David Caruso Linda Fiorentino Chazz Palminteri Michael Biehn Richard Crenna,William Friedkin
994,50000000,Action Thriller Science Fiction,18501,dystopia mind control gun battle wrongful imprisonment dystopic future,en,Gamer,mid,03-09-2009,40828540,95.0,Released,"In the near future, you don't live to play... you'll play to live.",Gamer,5.6,760,Gerard Butler Michael C. Hall Logan Lerman Amber Valletta Terry Crews,Brian Taylor
995,60000000,Fantasy Drama Romance,109491,civil war southern usa magic light dark,en,Beautiful Creatures,mid,13-02-2013,60052138,124.0,Released,Dark secrets will come to light.,Beautiful Creatures,5.6,984,Alden Ehrenreich Alice Englert Jeremy Irons Viola Davis Emmy Rossum,Richard LaGravenese
996,55000000,Comedy Crime Drama Thriller,9275,corruption moderator tv show success irish mob,en,Death to Smoochy,low,28-03-2002,0,109.0,Released,Get ready for an unexpected hit.,Death to Smoochy,5.9,132,Robin Williams Catherine Keener Edward Norton Danny DeVito Jon Stewart,Danny DeVito
997,50000000,Comedy,329833,stupidity sequel fashion male model fashion model,en,Zoolander 2,mid,06-02-2016,55969000,100.0,Released,Long time no Z,Zoolander 2,4.7,797,Ben Stiller Owen Wilson Will Ferrell Pen\u00e9lope Cruz Kristen Wiig,Ben Stiller
998,50000000,Comedy Crime,12634,hotel robbery based on novel judge hawaii,en,The Big Bounce,low,30-01-2004,6808550,88.0,Released,It's all in who you trust,The Big Bounce,5.0,76,Owen Wilson Morgan Freeman Gary Sinise Sara Foster Willie Nelson,George Armitage
999,60000000,Comedy Drama Romance Science Fiction,10416,noises alien life-form erection neue frau alien,en,What Planet Are You From?,low,03-03-2000,0,105.0,Released,"To save his planet, an alien must find a woman on Earth to have his baby. There's just one problem.",What Planet Are You From?,5.4,37,Garry Shandling Annette Bening John Goodman Greg Kinnear Linda Fiorentino,Mike Nichols
1000,50000000,Fantasy Thriller Action Crime,47327,bone car explosion premarital sex satanic cult driver's license,en,Drive Angry,mid,24-02-2011,28931401,105.0,Released,One hell of a ride.,Drive Angry,5.3,600,Nicolas Cage Amber Heard William Fichtner Billy Burke David Morse,Patrick Lussier
1001,50000000,Action Adventure Science Fiction Thriller,15268,martial arts revenge street fighter based on video game,en,Street Fighter: The Legend of Chun-Li,low,27-02-2009,12764201,97.0,Released,Some fight for power. Some fight for us.,Street Fighter: The Legend of Chun-Li,3.9,112,Kristin Kreuk Chris Klein Neal McDonough Michael Clarke Duncan Moon Bloodgood,Andrzej Bartkowiak
1002,49000000,Action Science Fiction Thriller,10796,dual identity,en,The One,mid,02-11-2001,72700000,87.0,Released,Stealing the power of the universes one by one.,The One,5.7,437,Jet Li Jason Statham Carla Gugino Delroy Lindo James Morrison,James Wong
1003,49000000,Action Comedy Thriller Crime Mystery,9548,rock and roll show business rock star heavy metal murder,en,The Adventures of Ford Fairlane,low,11-07-1990,20423389,104.0,Released,Kojak. Columbo. Dirty Harry. Wimps.,The Adventures of Ford Fairlane,6.2,71,Andrew Dice Clay Wayne Newton Priscilla Presley Morris Day Lauren Holly,Renny Harlin
1004,50000000,Drama Comedy,18947,great britain musical rock pirate radio swinging 60s,en,The Boat That Rocked,mid,01-04-2009,36348784,116.0,Released,On air. Off shore. Out of control.,The Boat That Rocked,7.2,666,Tom Sturridge Philip Seymour Hoffman Rhys Ifans Bill Nighy Emma Thompson,Richard Curtis
1005,48000000,Thriller Drama Crime,1900,usa war on drugs drug traffic drug dealer drug smuggle,en,Traffic,mid,27-12-2000,207515725,147.0,Released,No one gets away clean,Traffic,6.9,562,Michael Douglas Benicio del Toro Jacob Vargas Tom\u00e1s Mili\u00e1n Russell G. Jones,Steven Soderbergh
1006,48000000,Adventure Action,89,saving the world venice holy grail library riddle,en,Indiana Jones and the Last Crusade,high,24-05-1989,474171806,127.0,Released,"The man with the hat is back. And this time, he's bringing his Dad.",Indiana Jones and the Last Crusade,7.6,3152,Harrison Ford Sean Connery Denholm Elliott Alison Doody John Rhys-Davies,Steven Spielberg
1007,0,Drama Romance,96724,based on novel st. petersburg russia high society imperial russia tragic death,en,Anna Karenina,mid,06-09-2012,68929150,130.0,Released,An epic story of love.,Anna Karenina,6.5,639,Keira Knightley Jude Law Aaron Taylor-Johnson Kelly Macdonald Matthew Macfadyen,Joe Wright
1008,49000000,Crime Action Science Fiction,198184,artificial intelligence android robot near future robot cop,en,Chappie,blockbuster,04-03-2015,104399548,120.0,Released,I am consciousness. I am alive. I am Chappie.,Chappie,6.6,3062,Sharlto Copley Dev Patel Ninja Yolandi Visser Jose Pablo Cantillo,Neill Blomkamp
